"","id","name","terminalName","lastCommWithServer","lat","long","installed","locked","installDate","removalDate","temporary","public","nbBikes","nbEmptyDocks","latestUpdateTime","station"
"171","177","N Randolph St & Fairfax Dr","31034","1425653573717","38.882629","-77.109366","true","false","0","","false","true","9","2","1425653573717","N Randolph St & Fairfax Dr (31034)"
"172","178","Jefferson Memorial","31249","1425636076328","38.879819","-77.037413","true","false","0","","false","true","20","3","1425636076328","Jefferson Memorial (31249)"
"173","179","Good Hope Rd & 14th St SE","31803","1425662038008","38.866611","-76.985238","true","false","0","","false","true","8","7","1425662038008","Good Hope Rd & 14th St SE (31803)"
"174","180","Glebe Rd & 11th St N","31038","1425636021174","38.883921","-77.116817","true","false","0","","false","true","6","5","1425636021174","Glebe Rd & 11th St N (31038)"
"175","181","N Quincy St & Wilson Blvd","31039","1425636041549","38.880151","-77.107673","true","false","0","","false","true","5","4","1425636041549","N Quincy St & Wilson Blvd (31039)"
"176","182","Fairfax Dr & Kenmore St","31040","1425636113818","38.884616","-77.10108","true","false","0","","false","true","8","3","1425636113818","Fairfax Dr & Kenmore St (31040)"
"177","183","Gallaudet / 8th St & Florida Ave NE","31508","1425656422048","38.90509","-76.9941","true","false","0","","false","true","4","15","1425656422048","Gallaudet / 8th St & Florida Ave NE (31508)"
"178","185","20th & L St NW","31250","1425656969621","38.903584","-77.044789","true","false","0","","false","true","18","1","1425656969621","20th & L St NW (31250)"
"179","186","12th & L St NW","31251","1425659615003","38.903819","-77.0284","true","false","0","","false","true","3","16","1425659615003","12th & L St NW (31251)"
"180","187","21st St & Pennsylvania Ave NW","31252","1425664097962","38.901539","-77.046564","true","false","0","","false","true","6","11","1425664097962","21st St & Pennsylvania Ave NW (31252)"
"181","188","19th & K St NW","31253","1425660961468","38.902204","-77.04337","true","false","0","","false","true","16","5","1425660961468","19th & K St NW (31253)"
"182","189","Prince St & Union St","31041","1425636144068","38.803124","-77.040363","true","false","0","","false","true","7","12","1425636144068","Prince St & Union St (31041)"
"183","190","Market Square / King St & Royal St","31042","1425636061410","38.804718","-77.043363","true","false","0","","false","true","4","10","1425636061410","Market Square / King St & Royal St (31042)"
"184","191","Saint Asaph St & Pendleton  St","31043","1425636186825","38.810743","-77.044664","true","false","0","","false","true","7","7","1425636186825","Saint Asaph St & Pendleton  St (31043)"
"185","192","King St & Patrick St","31044","1425649044433","38.805317","-77.049883","true","false","0","","false","true","7","7","1425649044433","King St & Patrick St (31044)"
"186","193","15th & K St NW","31254","1425663682237","38.902","-77.03353","true","false","0","","false","true","17","8","1425663682237","15th & K St NW (31254)"
"187","194","Commerce St & Fayette St","31045","1425650262061","38.805648","-77.05293","true","false","0","","false","true","12","3","1425650262061","Commerce St & Fayette St (31045)"
"188","195","Henry St & Pendleton St","31046","1425636023965","38.811456","-77.050276","true","false","0","","false","true","3","14","1425636023965","Henry St & Pendleton St (31046)"
"189","196","Braddock Rd Metro","31047","1425654507445","38.814577","-77.052808","true","false","0","","false","true","9","10","1425654507445","Braddock Rd Metro (31047)"
"190","197","King St Metro","31048","1425655411154","38.805767","-77.06072","true","false","0","","false","true","6","13","1425655411154","King St Metro (31048)"
"191","198","24th & N St NW","31255","1425662340891","38.9066","-77.05152","true","false","0","","false","true","5","10","1425662340891","24th & N St NW (31255)"
"192","199","10th & E St NW","31256","1425646114328","38.895914","-77.026064","true","false","0","","false","true","14","0","1425646114328","10th & E St NW (31256)"
"193","200","22nd & I St NW / Foggy Bottom","31257","1425655640635","38.90088","-77.048911","true","false","0","","false","true","1","13","1425655640635","22nd & I St NW / Foggy Bottom (31257)"
"194","201","Utah St & 11th St N ","31049","1425636065941","38.883669","-77.113905","true","false","0","","false","true","5","6","1425636065941","Utah St & 11th St N  (31049)"
"195","202","Barton St & 10th St N","31050","1425663069488","38.884961","-77.08777","true","false","0","","false","true","5","6","1425663069488","Barton St & 10th St N (31050)"
"196","203","Arlington Blvd & N Queen St","31051","1425646981942","38.889365","-77.077294","true","false","0","","false","true","7","4","1425646981942","Arlington Blvd & N Queen St (31051)"
"197","204","Lincoln Memorial","31258","1425658503515","38.888251","-77.049426","true","false","0","","false","true","19","6","1425658503515","Lincoln Memorial (31258)"
"198","206","20th St & Virginia Ave NW","31259","1425657544945","38.894722","-77.045128","true","false","0","","false","true","9","5","1425657544945","20th St & Virginia Ave NW (31259)"
"199","207","5th St & Massachusetts Ave NW","31265","1425662524096","38.90093","-77.018677","true","false","0","","false","true","6","10","1425662524096","5th St & Massachusetts Ave NW (31265)"
"200","208","39th & Veazey St NW","31308","1425636181704","38.943837","-77.077078","true","false","0","","false","true","13","2","1425636181704","39th & Veazey St NW (31308)"
"201","209","Fessenden St & Wisconsin Ave NW","31309","1425636101038","38.954812","-77.082426","true","false","0","","false","true","1","13","1425636101038","Fessenden St & Wisconsin Ave NW (31309)"
"202","210","M St & Delaware Ave NE","31627","1425661533012","38.905707","-77.003041","true","false","0","","false","true","2","20","1425661533012","M St & Delaware Ave NE (31627)"
"203","211","Columbia Pike & S Courthouse Rd","31053","1425636121484","38.863833","-77.080319","true","false","0","","false","true","6","9","1425636121484","Columbia Pike & S Courthouse Rd (31053)"
"204","212","Walter Reed Community Center / Walter Reed Dr & 16th St S","31054","1425636060224","38.857803","-77.086733","true","false","0","","false","true","8","3","1425636060224","Walter Reed Community Center / Walter Reed Dr & 16th St S (31054)"
"205","213","28th St S & S Meade St","31055","1425636246425","38.846222","-77.069275","true","false","0","","false","true","8","7","1425636246425","28th St S & S Meade St (31055)"
"206","214","18th St & Wyoming Ave NW","31114","1425661065948","38.918809","-77.041571","true","false","0","","false","true","5","17","1425661065948","18th St & Wyoming Ave NW (31114)"
"207","215","5th & Kennedy St NW","31403","1425636224169","38.956595","-77.019815","true","false","0","","false","true","13","2","1425636224169","5th & Kennedy St NW (31403)"
"208","216","Georgia Ave & Emerson St NW","31405","1425656215234","38.949662","-77.027333","true","false","0","","false","true","10","9","1425656215234","Georgia Ave & Emerson St NW (31405)"
"209","217","14th & Upshur St NW","31406","1425652175637","38.942016","-77.032652","true","false","0","","false","true","3","16","1425652175637","14th & Upshur St NW (31406)"
"210","218","14th St & Colorado Ave NW","31407","1425656652152","38.956432","-77.032947","true","false","0","","false","true","18","1","1425656652152","14th St & Colorado Ave NW (31407)"
"211","219","S Troy St & 26th St S","31056","1425636206428","38.847977","-77.075104","true","false","0","","false","true","8","3","1425636206428","S Troy St & 26th St S (31056)"
"212","220","S Four Mile Run Dr & S Shirlington Rd","31057","1425636079087","38.8444","-77.085931","true","false","0","","false","true","6","5","1425636079087","S Four Mile Run Dr & S Shirlington Rd (31057)"
"213","221","S Oakland St & Columbia Pike","31058","1425636250814","38.860789","-77.09586","true","false","0","","false","true","5","6","1425636250814","S Oakland St & Columbia Pike (31058)"
"214","222","S Abingdon St & 36th St S","31059","1425636132342","38.835213","-77.094295","true","false","0","","false","true","5","6","1425636132342","S Abingdon St & 36th St S (31059)"
"215","223","S Arlington Mill Dr & Campbell Ave","31060","1425636122618","38.84232","-77.089555","true","false","0","","false","true","12","3","1425636122618","S Arlington Mill Dr & Campbell Ave (31060)"
"216","224","S Kenmore & 24th St S","31061","1425636071798","38.848454","-77.084918","true","false","0","","false","true","5","6","1425636071798","S Kenmore & 24th St S (31061)"
"217","225","13th St & Eastern Ave","32006","1425636057772","38.987","-77.029417","true","false","0","","false","true","10","5","1425636057772","13th St & Eastern Ave (32006)"
"218","226","Wisconsin Ave & O St NW","31312","1425661416326","38.90849","-77.063586","true","false","0","","false","true","12","7","1425661416326","Wisconsin Ave & O St NW (31312)"
"219","227","S George Mason Dr & 13th St S","31062","1425636144868","38.854691","-77.100555","true","false","0","","false","true","7","4","1425636144868","S George Mason Dr & 13th St S (31062)"
"220","228","Connecticut & Nebraska Ave NW","31310","1425660520624","38.955016","-77.069956","true","false","0","","false","true","7","16","1425660520624","Connecticut & Nebraska Ave NW (31310)"
"221","229","17th St & Massachusetts Ave NW","31267","1425662869442","38.908142","-77.038359","true","false","0","","false","true","6","13","1425662869442","17th St & Massachusetts Ave NW (31267)"
"222","230","15th & Euclid St  NW","31117","1425663054170","38.92333","-77.0352","true","false","0","","false","true","0","15","1425663054170","15th & Euclid St  NW (31117)"
"223","231","8th & East Capitol St NE","31629","1425663574358","38.889988","-76.995193","true","false","0","","false","true","3","8","1425663574358","8th & East Capitol St NE (31629)"
"224","232","New Jersey Ave & R St NW","31509","1425663596592","38.912659","-77.017669","true","false","0","","false","true","5","9","1425663596592","New Jersey Ave & R St NW (31509)"
"225","233","15th & East Capitol St NE","31630","1425654727830","38.889908","-76.983326","true","false","0","","false","true","4","7","1425654727830","15th & East Capitol St NE (31630)"
"226","234","8th & F St NE","31631","1425663600129","38.897274","-76.994749","true","false","0","","false","true","6","9","1425663600129","8th & F St NE (31631)"
"227","235","18th St & Rhode Island Ave NE","31510","1425664109168","38.927095","-76.978924","true","false","0","","false","true","6","9","1425664109168","18th St & Rhode Island Ave NE (31510)"
"228","236","15th & F St NE","31632","1425660687971","38.897195","-76.983575","true","false","0","","false","true","7","10","1425660687971","15th & F St NE (31632)"
"229","237","12th & Irving St NE","31511","1425662085900","38.928644","-76.990955","true","false","0","","false","true","7","8","1425662085900","12th & Irving St NE (31511)"
"230","238","34th St & Minnesota Ave SE","31709","1425636029057","38.884085","-76.957461","true","false","0","","false","true","7","4","1425636029057","34th St & Minnesota Ave SE (31709)"
"231","239","Alabama & MLK Ave SE","31800","1425636104010","38.843222","-76.999388","true","false","0","","false","true","7","4","1425636104010","Alabama & MLK Ave SE (31800)"
"232","240","Pleasant St & MLK Ave SE","31807","1425647490212","38.863897","-76.990037","true","false","0","","false","true","6","5","1425647490212","Pleasant St & MLK Ave SE (31807)"
"233","241","Neal St & Trinidad Ave NE","31512","1425663065802","38.903732","-76.987211","true","false","0","","false","true","11","3","1425663065802","Neal St & Trinidad Ave NE (31512)"
"234","242","12th & U St NW","31268","1425663819305","38.916787","-77.028139","true","false","0","","false","true","23","6","1425663819305","12th & U St NW (31268)"
"235","243","S George Mason Dr & Four Mile Run","31063","1425636053538","38.852248","-77.105022","true","false","0","","false","true","7","4","1425636053538","S George Mason Dr & Four Mile Run (31063)"
"236","244","S Stafford & 34th St S","31064","1425662935043","38.834108","-77.087323","true","false","0","","false","true","10","5","1425662935043","S Stafford & 34th St S (31064)"
"237","245","N Pershing Dr & Wayne St","31065","1425652717563","38.880705","-77.08596","true","false","0","","false","true","6","5","1425652717563","N Pershing Dr & Wayne St (31065)"
"238","246","Columbia Pike & S Orme St","31066","1425636068419","38.867262","-77.072315","true","false","0","","false","true","7","4","1425636068419","Columbia Pike & S Orme St (31066)"
"239","247","3rd St & Pennsylvania Ave SE","31269","1425658093468","38.887378","-77.001955","true","false","0","","false","true","7","8","1425658093468","3rd St & Pennsylvania Ave SE (31269)"
"240","248","8th & D St NW","31270","1425662979947","38.894851","-77.02324","true","false","0","","false","true","10","4","1425662979947","8th & D St NW (31270)"
"241","249","3rd & Elm St NW","31118","1425659169822","38.917622","-77.01597","true","false","0","","false","true","1","14","1425659169822","3rd & Elm St NW (31118)"
"242","250","Rhode Island Ave & V St NE","31513","1425653279411","38.918155","-77.004746","true","false","0","","false","true","0","19","1425653279411","Rhode Island Ave & V St NE (31513)"
"243","251","Constitution Ave & 2nd St NW/DOL","31271","1425651409847","38.892275","-77.013917","true","false","0","","false","true","26","0","1425651409847","Constitution Ave & 2nd St NW/DOL (31271)"
"244","252","Washington & Independence Ave SW/HHS","31272","1425661528184","38.88731","-77.01397","true","false","0","","false","true","14","11","1425661528184","Washington & Independence Ave SW/HHS (31272)"
"245","253","Independence Ave & L'Enfant Plaza SW/DOE","31633","1425647258542","38.887312","-77.025762","true","false","0","","false","true","3","12","1425647258542","Independence Ave & L'Enfant Plaza SW/DOE (31633)"
"246","254","Hamlin & 7th St NE","31514","1425636102595","38.927497","-76.997194","true","false","0","","false","true","7","8","1425636102595","Hamlin & 7th St NE (31514)"
"247","255","Columbia Pike & S Walter Reed Dr","31067","1425659792103","38.862478","-77.086599","true","false","0","","false","true","6","6","1425659792103","Columbia Pike & S Walter Reed Dr (31067)"
"248","256","Columbia Pike & S Dinwiddie St / Arlington Mill Community Center","31068","1425636085981","38.856319","-77.11153","true","false","0","","false","true","8","7","1425636085981","Columbia Pike & S Dinwiddie St / Arlington Mill Community Center (31068)"
"249","257","Pershing & N George Mason Dr","31069","1425636041690","38.871822","-77.107906","true","false","0","","false","true","7","4","1425636041690","Pershing & N George Mason Dr (31069)"
"250","258","Fenton St & New York Ave ","32001","1425636114540","38.985404","-77.023082","true","false","0","","false","true","7","8","1425636114540","Fenton St & New York Ave  (32001)"
"251","259","Bethesda Ave & Arlington Rd","32002","1425658684088","38.981103","-77.097426","true","false","0","","false","true","8","10","1425658684088","Bethesda Ave & Arlington Rd (32002)"
"252","260","Montgomery Ave & Waverly St ","32003","1425661610637","38.983838","-77.09221","true","false","0","","false","true","7","4","1425661610637","Montgomery Ave & Waverly St  (32003)"
"253","261","Fallsgrove Blvd & Fallsgrove Dr","32004","1425662973528","39.096312","-77.192672","true","false","0","","false","true","10","9","1425662973528","Fallsgrove Blvd & Fallsgrove Dr (32004)"
"254","262","Traville Gateway Dr & Gudelsky Dr","32005","1425636235490","39.093783","-77.202501","true","false","0","","false","true","9","10","1425636235490","Traville Gateway Dr & Gudelsky Dr (32005)"
"255","263","Norfolk Ave & Fairmont St","32000","1425636202819","38.988562","-77.096539","true","false","0","","false","true","8","3","1425636202819","Norfolk Ave & Fairmont St (32000)"
"256","264","E Montgomery Ave & Maryland Ave","32007","1425636179912","39.084125","-77.151291","true","false","0","","false","true","7","8","1425636179912","E Montgomery Ave & Maryland Ave (32007)"
"257","265","Cordell & Norfolk Ave","32008","1425654046547","38.98954","-77.098029","true","false","0","","false","true","7","4","1425654046547","Cordell & Norfolk Ave (32008)"
"258","266","Frederick Ave & Horners Ln","32009","1425663009206","39.094772","-77.145213","true","false","0","","false","true","4","7","1425663009206","Frederick Ave & Horners Ln (32009)"
"259","267","Philadelphia & Maple Ave","32010","1425662347900","38.98128","-77.011336","true","false","0","","false","true","11","4","1425662347900","Philadelphia & Maple Ave (32010)"
"260","268","Maple & Ritchie Ave","32011","1425636062000","38.983627","-77.006311","true","false","0","","false","true","12","7","1425636062000","Maple & Ritchie Ave (32011)"
"261","269","Silver Spring Metro/Colesville Rd & Wayne Ave","32012","1425636058440","38.99521","-77.02918","true","false","0","","false","true","9","10","1425636058440","Silver Spring Metro/Colesville Rd & Wayne Ave (32012)"
"262","270","Montgomery & East Ln","32013","1425636235171","38.983525","-77.095367","true","false","0","","false","true","7","4","1425636235171","Montgomery & East Ln (32013)"
"263","271","Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir","32014","1425636128412","38.961763","-77.085998","true","false","0","","false","true","14","5","1425636128412","Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir (32014)"
"264","272","14th & Belmont St NW","31119","1425661061319","38.921074","-77.031887","true","false","0","","false","true","0","14","1425661061319","14th & Belmont St NW (31119)"
"265","273","3rd & Tingey St SE","31634","1425645849919","38.87501","-77.0024","true","false","0","","false","true","15","4","1425645849919","3rd & Tingey St SE (31634)"
"266","274","10th & Florida Ave NW","31120","1425636136990","38.920387","-77.025672","true","false","0","","false","true","11","8","1425636136990","10th & Florida Ave NW (31120)"
"267","275","Potomac Ave & 8th St SE","31635","1425663013607","38.876737","-76.994468","true","false","0","","false","true","6","9","1425663013607","Potomac Ave & 8th St SE (31635)"
"268","276","Crabbs Branch Way & Redland Rd","32015","1425662874290","39.120045","-77.156985","true","false","0","","false","true","6","8","1425662874290","Crabbs Branch Way & Redland Rd (32015)"
"269","277","Fallsgrove Dr & W Montgomery Ave","32016","1425636027268","39.099376","-77.188014","true","false","0","","false","true","8","7","1425636027268","Fallsgrove Dr & W Montgomery Ave (32016)"
"270","278","Monroe St & Monroe Pl","32017","1425636236146","39.083705","-77.149443","true","false","0","","false","true","7","8","1425636236146","Monroe St & Monroe Pl (32017)"
"271","279","Needwood Rd & Eagles Head Ct","32018","1425658672138","39.123513","-77.15741","true","false","0","","false","true","7","8","1425658672138","Needwood Rd & Eagles Head Ct (32018)"
"272","280","East West Hwy & Blair Mill Rd","32019","1425636080227","38.990249","-77.02935","true","false","0","","false","true","9","6","1425636080227","East West Hwy & Blair Mill Rd (32019)"
"273","281","Crabbs Branch Way & Calhoun Pl","32020","1425636188875","39.107709","-77.152072","true","false","0","","false","true","8","7","1425636188875","Crabbs Branch Way & Calhoun Pl (32020)"
"274","282","47th & Elm St","32021","1425636181087","38.982456","-77.091991","true","false","0","","false","true","9","6","1425636181087","47th & Elm St (32021)"
"275","283","Garland Ave & Walden Rd","32022","1425636096737","39.000578","-77.00149","true","false","0","","false","true","10","5","1425636096737","Garland Ave & Walden Rd (32022)"
"276","284","Montgomery College/W Campus Dr & Mannakee St","32023","1425636199710","39.095661","-77.159048","true","false","0","","false","true","9","12","1425636199710","Montgomery College/W Campus Dr & Mannakee St (32023)"
"277","285","Fenton St & Gist Ave","32024","1425636250429","38.989724","-77.023854","true","false","0","","false","true","7","4","1425636250429","Fenton St & Gist Ave (32024)"
"278","286","Carroll & Westmoreland Ave","32025","1425636135808","38.975","-77.01121","true","false","0","","false","true","9","6","1425636135808","Carroll & Westmoreland Ave (32025)"
"279","287","Carroll & Ethan Allen Ave","32026","1425650719279","38.977933","-77.006472","true","false","0","","false","true","7","8","1425650719279","Carroll & Ethan Allen Ave (32026)"
"280","288","Battery Ln & Trolley Trail","32027","1425636089377","38.992375","-77.100104","true","false","0","","false","true","10","5","1425636089377","Battery Ln & Trolley Trail (32027)"
"281","289","Norfolk & Rugby Ave","32028","1425636179505","38.990639","-77.100239","true","false","0","","false","true","7","4","1425636179505","Norfolk & Rugby Ave (32028)"
"282","290","Offutt Ln & Chevy Chase Dr","32029","1425655565556","38.977093","-77.094589","true","false","0","","false","true","4","7","1425655565556","Offutt Ln & Chevy Chase Dr (32029)"
"283","291","Broschart & Blackwell Rd","32030","1425636040485","39.102099","-77.200322","true","false","0","","false","true","9","6","1425636040485","Broschart & Blackwell Rd (32030)"
"284","292","Taft St & E Gude Dr","32031","1425636037059","39.094103","-77.132954","true","false","0","","false","true","8","7","1425636037059","Taft St & E Gude Dr (32031)"
"285","293","Fleet St & Ritchie Pkwy","32032","1425636017439","39.076331","-77.141378","true","false","0","","false","true","8","7","1425636017439","Fleet St & Ritchie Pkwy (32032)"
"286","294","Piccard & W Gude Dr","32033","1425636027695","39.102212","-77.177091","true","false","0","","false","true","10","9","1425636027695","Piccard & W Gude Dr (32033)"
"287","295","Ripley & Bonifant St","32034","1425636084927","38.992679","-77.029457","true","false","0","","false","true","9","6","1425636084927","Ripley & Bonifant St (32034)"
"288","296","Georgia Ave & Spring St","32035","1425636184683","38.999388","-77.031555","true","false","0","","false","true","5","5","1425636184683","Georgia Ave & Spring St (32035)"
"289","297","Fenton St & Ellsworth Dr ","32036","1425663247202","38.997033","-77.025608","true","false","0","","false","true","9","5","1425663247202","Fenton St & Ellsworth Dr  (32036)"
"290","298","King Farm Blvd & Pleasant Dr","32037","1425636085679","39.114688","-77.171487","true","false","0","","false","true","9","9","1425636085679","King Farm Blvd & Pleasant Dr (32037)"
"291","299","King Farm Blvd & Piccard Dr","32038","1425636197471","39.110314","-77.182669","true","false","0","","false","true","9","6","1425636197471","King Farm Blvd & Piccard Dr (32038)"
"292","301","Calvert St & Woodley Pl NW","31121","1425657069813","38.923583","-77.050046","true","false","0","","false","true","12","7","1425657069813","Calvert St & Woodley Pl NW (31121)"
"293","302","New Jersey Ave & N St NW/Dunbar HS","31636","1425657273807","38.90706","-77.015231","true","false","0","","false","true","3","16","1425657273807","New Jersey Ave & N St NW/Dunbar HS (31636)"
"294","303","Nannie Helen Burroughs Ave & 49th St NE","31710","1425636094133","38.898536","-76.931862","true","false","0","","false","true","5","6","1425636094133","Nannie Helen Burroughs Ave & 49th St NE (31710)"
"295","304","Deanwood Rec Center","31711","1425636206567","38.908473","-76.933099","true","false","0","","false","true","10","5","1425636206567","Deanwood Rec Center (31711)"
"296","305","Hains Point/Buckeye & Ohio Dr SW","31273","1425636120476","38.878433","-77.03023","true","false","0","","false","true","16","1","1425636120476","Hains Point/Buckeye & Ohio Dr SW (31273)"
"297","306","Arlington Blvd & Fillmore St","31070","1425647953457","38.873755","-77.089233","true","false","0","","false","true","9","2","1425647953457","Arlington Blvd & Fillmore St (31070)"
"298","307","Long Bridge Park/Long Bridge Dr & 6th St S","31071","1425636092069","38.86646","-77.04826","true","false","0","","false","true","1","14","1425636092069","Long Bridge Park/Long Bridge Dr & 6th St S (31071)"
"299","308","Old Georgetown Rd & Southwick St","32039","1425636197785","38.999634","-77.109647","true","false","0","","false","true","9","10","1425636197785","Old Georgetown Rd & Southwick St (32039)"
"300","309","Friendship Blvd & Willard Ave","32040","1425662896475","38.96115","-77.088659","true","false","0","","false","true","12","7","1425662896475","Friendship Blvd & Willard Ave (32040)"
"301","310","North Capitol St & G Pl NE","31637","1425658902079","38.899703","-77.008911","true","false","0","","false","true","15","2","1425658902079","North Capitol St & G Pl NE (31637)"
"302","311","31st & Woodrow St S","31072","1425636161657","38.837666","-77.09482","true","false","0","","false","true","6","5","1425636161657","31st & Woodrow St S (31072)"
"303","312","Washington Blvd & Walter Reed Dr ","31073","1425636104384","38.873219","-77.082104","true","false","0","","false","true","10","5","1425636104384","Washington Blvd & Walter Reed Dr  (31073)"
"304","313","TJ Cmty Ctr / 2nd St & S Old Glebe Rd","31074","1425660602334","38.869418","-77.095596","true","false","0","","false","true","6","8","1425660602334","TJ Cmty Ctr / 2nd St & S Old Glebe Rd (31074)"
"305","314","Connecticut Ave & Tilden St NW","31313","1425636204641","38.941154","-77.062036","true","false","0","","false","true","7","8","1425636204641","Connecticut Ave & Tilden St NW (31313)"
"306","315","Medical Center Dr & Key West Ave","32041","1425658715677","39.103091","-77.196442","true","false","0","","false","true","9","6","1425658715677","Medical Center Dr & Key West Ave (32041)"
"307","316","Shady Grove Hospital","32042","1425636021620","39.097636","-77.196636","true","false","0","","false","true","10","9","1425636021620","Shady Grove Hospital (32042)"
"308","317","Veterans Pl & Pershing Dr ","32043","1425636188912","38.997445","-77.023894","true","false","0","","false","true","5","6","1425636188912","Veterans Pl & Pershing Dr  (32043)"
"309","318","Rockville Metro East","32044","1425636152430","39.085394","-77.145803","true","false","0","","false","true","10","3","1425636152430","Rockville Metro East (32044)"
"310","319","1st & H St NW","31638","1425661603873","38.900358","-77.012108","true","false","0","","false","true","8","7","1425661603873","1st & H St NW (31638)"
"311","320","Fort Totten Metro","31515","1425636024791","38.952369","-77.002721","true","false","0","","false","true","3","16","1425636024791","Fort Totten Metro (31515)"
"312","321","Takoma Metro","31408","1425651039567","38.975219","-77.016855","true","false","0","","false","true","13","6","1425651039567","Takoma Metro (31408)"
"313","322","Rhode Island Ave Metro","31516","1425658556651","38.920682","-76.995876","true","false","0","","false","true","3","16","1425658556651","Rhode Island Ave Metro (31516)"
"314","323","Rolfe St & 9th St S","31075","1425636061872","38.866471","-77.076131","true","false","0","","false","true","4","7","1425636061872","Rolfe St & 9th St S (31075)"
"315","324","Shirlington Transit Center / S Quincy & Randolph St","31076","1425636181788","38.839912","-77.087083","true","false","0","","false","true","9","5","1425636181788","Shirlington Transit Center / S Quincy & Randolph St (31076)"
"316","325","Shady Grove Metro West","32045","1425636010256","39.119765","-77.166093","true","false","0","","false","true","7","12","1425636010256","Shady Grove Metro West (32045)"
"317","326","River Rd & Landy Ln","32046","1425660242156","38.964992","-77.103381","true","false","0","","false","true","12","7","1425660242156","River Rd & Landy Ln (32046)"
"318","327","Rockville Metro West","32047","1425636102886","39.084379","-77.146866","true","false","0","","false","true","7","12","1425636102886","Rockville Metro West (32047)"
"319","328","Bethesda Metro","32048","1425656152015","38.984691","-77.094537","true","false","0","","false","true","10","2","1425656152015","Bethesda Metro (32048)"
"320","329","Iwo Jima Memorial/N Meade & 14th St N","31077","1425636024488","38.88992","-77.071301","true","false","0","","false","true","11","8","1425636024488","Iwo Jima Memorial/N Meade & 14th St N (31077)"
"321","330","34th & Water St NW","31314","1425636179275","38.903582","-77.067786","true","false","0","","false","true","12","6","1425636179275","34th & Water St NW (31314)"
"322","331","Duke St & John Carlyle St","31081","1425636048878","38.804378","-77.060866","true","false","0","","false","true","10","4","1425636048878","Duke St & John Carlyle St (31081)"
"323","332","Lee Hwy & N Cleveland St","31079","1425656895688","38.894941","-77.09169","true","false","0","","false","true","8","7","1425656895688","Lee Hwy & N Cleveland St (31079)"
"324","333","Arlington Blvd & S George Mason Dr/NFATC","31078","1425636090170","38.869442","-77.104503","true","false","0","","false","true","2","9","1425636090170","Arlington Blvd & S George Mason Dr/NFATC (31078)"
"325","334","MLK Library/9th & G St NW","31274","1425663032602","38.898404","-77.024281","true","false","0","","false","true","5","17","1425663032602","MLK Library/9th & G St NW (31274)"
"326","335","Lee Hwy & N Scott St","31080","1425660251667","38.897612","-77.080851","true","false","0","","false","true","6","8","1425660251667","Lee Hwy & N Scott St (31080)"
"327","336","New Hampshire Ave & 24th St NW","31275","1425655009524","38.901755","-77.051084","true","false","0","","false","true","14","5","1425655009524","New Hampshire Ave & 24th St NW (31275)"
"328","337","Eisenhower Ave & Mill Race Ln","31082","1425658761052","38.801111","-77.068952","true","false","0","","false","true","10","5","1425658761052","Eisenhower Ave & Mill Race Ln (31082)"
"329","338","Potomac Greens Dr & Slaters Ln","31083","1425636128127","38.82175","-77.047494","true","false","0","","false","true","5","5","1425636128127","Potomac Greens Dr & Slaters Ln (31083)"
"330","339","Ballenger Ave & Dulaney St","31084","1425636201121","38.802677","-77.063562","true","false","0","","false","true","11","8","1425636201121","Ballenger Ave & Dulaney St (31084)"
"331","340","Mount Vernon Ave & E Nelson Ave","31085","1425636123871","38.820064","-77.057619","true","false","0","","false","true","6","5","1425636123871","Mount Vernon Ave & E Nelson Ave (31085)"
"332","341","Mount Vernon Ave & E Del Ray Ave","31086","1425653975637","38.82595","-77.058541","true","false","0","","false","true","13","2","1425653975637","Mount Vernon Ave & E Del Ray Ave (31086)"
"333","342","Monroe Ave & Leslie Ave","31087","1425650775149","38.820932","-77.053096","true","false","0","","false","true","10","5","1425650775149","Monroe Ave & Leslie Ave (31087)"
"334","343","Mount Vernon Ave & Kennedy St","31088","1425636242403","38.833077","-77.059821","true","false","0","","false","true","7","8","1425636242403","Mount Vernon Ave & Kennedy St (31088)"
"335","344","Court House Metro / 15th & N Uhle St ","31089","1425658102396","38.890612","-77.084801","true","false","0","","false","true","8","13","1425658102396","Court House Metro / 15th & N Uhle St  (31089)"
"336","345","Washington Adventist U / Flower Ave & Division St","32049","1425636041419","38.986743","-77.000035","true","false","0","","false","true","6","8","1425636041419","Washington Adventist U / Flower Ave & Division St (32049)"
"337","346","6th & S Ball St","31090","1425658604123","38.864702","-77.048672","true","false","0","","false","true","8","6","1425658604123","6th & S Ball St (31090)"
"338","347","McKinley St & Connecticut Ave NW","31315","1425636210735","38.96497","-77.075946","true","false","0","","false","true","8","10","1425636210735","McKinley St & Connecticut Ave NW (31315)"
"339","348","15th & L St NW","31276","1425663539636","38.90381","-77.034931","true","false","0","","false","true","3","18","1425663539636","15th & L St NW (31276)"
"340","349","17th & G St NW","31277","1425663633355","38.89841","-77.039624","true","false","0","","false","true","11","20","1425663633355","17th & G St NW (31277)"
"341","350","Spring St & Second Ave","32050","1425636181868","38.997653","-77.034499","true","false","0","","false","true","10","5","1425636181868","Spring St & Second Ave (32050)"
"342","351","18th & R St NW","31278","1425660728252","38.912648","-77.041834","true","false","0","","false","true","6","13","1425660728252","18th & R St NW (31278)"
